PurchaseDate,CustomerID,Gender,MaritalStatus,Children,AnnualIncome,City,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue,,,
20/05/2008,8255,M,S,1,$30K - $50K,Portland,USA,Food,Starchy Foods,Starchy Foods,3,$6.24,,,
20/05/2008,1979,M,S,5,$30K - $50K,Bremerton,USA,Food,Deli,Side Dishes,4,$10.74,,,
20/05/2008,5158,M,S,3,$30K - $50K,Bremerton,USA,Food,Baking Goods,Jams and Jellies,6,$7.62,,,
20/05/2008,2086,M,M,1,$10K - $30K,Salem,USA,Food,Breakfast Foods,Breakfast Foods,3,$12.82,,,
20/05/2008,8403,M,M,3,$70K - $90K,Portland,USA,Food,Baked Goods,Bread,4,$12.90,,,
20/05/2008,8837,F,S,4,$30K - $50K,Portland,USA,Food,Frozen Foods,Meat,4,$5.95,,,
21/05/2008,3491,F,M,3,$70K - $90K,Spokane,USA,Food,Frozen Foods,Breakfast Foods,5,$15.71,,,
21/05/2008,9815,M,M,5,$30K - $50K,Spokane,USA,Food,Frozen Foods,Meat,4,$9.68,,,
21/05/2008,5019,F,M,4,$50K - $70K,Yakima,USA,Food,Starchy Foods,Starchy Foods,3,$4.82,,,
21/05/2008,1097,M,S,0,$90K - $110K,Yakima,USA,Food,Frozen Foods,Vegetables,5,$5.93,,,
21/05/2008,7081,M,M,2,$50K - $70K,Los Angeles,USA,Food,Produce,Fruit,3,$9.18,,,
21/05/2008,9064,F,M,3,$50K - $70K,Tacoma,USA,Food,Deli,Meat,5,$30.98,,,
21/05/2008,9815,M,M,5,$30K - $50K,Spokane,USA,Food,Baking Goods,Baking Goods,3,$5.13,,,
21/05/2008,3758,M,S,3,$70K - $90K,San Diego,USA,Food,Baking Goods,Jams and Jellies,4,$8.82,,,
21/05/2008,6421,F,M,3,$30K - $50K,Los Angeles,USA,Food,Frozen Foods,Breakfast Foods,3,$1.54,,,
21/05/2008,7076,F,S,3,$10K - $30K,Los Angeles,USA,Food,Snack Foods,Snack Foods,5,$33.23,,,
21/05/2008,7206,F,S,1,$130K - $150K,Los Angeles,USA,Non-Consumable,Household,Cleaning Supplies,3,$26.55,,,
21/05/2008,7830,M,S,5,$30K - $50K,Seattle,USA,Food,Canned Foods,Canned Soup,3,$4.80,,,
21/05/2008,1207,M,S,2,$30K - $50K,San Francisco,USA,Food,Canned Foods,Canned Clams,4,$13.86,,,
21/05/2008,5433,M,M,2,$130K - $150K,Salem,USA,Food,Produce,Vegetables,3,$7.96,,,
21/05/2008,417,F,S,1,$50K - $70K,Los Angeles,USA,Non-Consumable,Household,Kitchen Products,4,$14.59,,,
22/05/2008,9145,F,M,1,$70K - $90K,Los Angeles,USA,Food,Baked Goods,Bread,5,$20.63,,,
22/05/2008,5568,M,M,2,$30K - $50K,Yakima,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$3.78,,,
22/05/2008,7051,F,M,4,$30K - $50K,Spokane,USA,Food,Produce,Vegetables,5,$23.00,,,
22/05/2008,1736,F,S,0,$70K - $90K,Salem,USA,Food,Dairy,Dairy,3,$23.73,,,
22/05/2008,2443,F,S,4,$30K - $50K,Salem,USA,Food,Dairy,Dairy,4,$7.07,,,
22/05/2008,3308,M,M,1,$150K +,Salem,USA,Food,Snack Foods,Snack Foods,3,$21.53,,,
22/05/2008,3577,F,M,4,$70K - $90K,Portland,USA,Food,Snack Foods,Snack Foods,5,$17.99,,,
22/05/2008,4487,F,S,2,$30K - $50K,Bellingham,USA,Drink,Beverages,Drinks,2,$10.54,,,
22/05/2008,4116,M,M,5,$50K - $70K,Portland,USA,Food,Starchy Foods,Starchy Foods,6,$13.88,,,
22/05/2008,4608,F,S,0,$30K - $50K,Portland,USA,Food,Baking Goods,Baking Goods,5,$21.38,,,
22/05/2008,7052,F,M,0,$90K - $110K,Yakima,USA,Food,Seafood,Seafood,3,$10.06,,,
22/05/2008,8206,M,S,4,$130K - $150K,Yakima,USA,Food,Produce,Vegetables,4,$10.90,,,
22/05/2008,8310,F,M,1,$30K - $50K,Salem,USA,Food,Produce,Vegetables,2,$8.42,,,
23/05/2008,2201,F,M,2,$30K - $50K,Spokane,USA,Food,Deli,Side Dishes,4,$7.48,,,
23/05/2008,6194,M,M,5,$10K - $30K,Portland,USA,Food,Baking Goods,Baking Goods,3,$9.08,,,
23/05/2008,4873,M,S,0,$30K - $50K,Tacoma,USA,Food,Snack Foods,Snack Foods,3,$17.70,,,
23/05/2008,769,F,S,4,$30K - $50K,Spokane,USA,Food,Dairy,Dairy,2,$7.49,,,
23/05/2008,4342,M,M,4,$10K - $30K,Salem,USA,Food,Baking Goods,Jams and Jellies,5,$2.65,,,
23/05/2008,3469,M,M,4,$50K - $70K,San Diego,USA,Food,Frozen Foods,Frozen Desserts,2,$4.75,,,
23/05/2008,5598,F,M,4,$30K - $50K,San Diego,USA,Food,Snack Foods,Snack Foods,5,$28.64,,,
23/05/2008,4165,F,S,4,$30K - $50K,Bremerton,USA,Food,Produce,Vegetables,6,$21.84,,,
23/05/2008,9851,M,S,0,$10K - $30K,Bremerton,USA,Food,Produce,Vegetables,4,$20.07,,,
23/05/2008,7830,M,S,5,$30K - $50K,Seattle,USA,Food,Frozen Foods,Frozen Desserts,4,$5.68,,,
24/05/2008,2471,M,S,2,$10K - $30K,Seattle,USA,Food,Snack Foods,Snack Foods,4,$9.56,,,
24/05/2008,769,F,S,4,$30K - $50K,Spokane,USA,Food,Snacks,Candy,6,$18.70,,,
24/05/2008,7780,M,S,3,$70K - $90K,Salem,USA,Food,Produce,Specialty,6,$24.86,,,
24/05/2008,9852,M,S,3,$10K - $30K,San Diego,USA,Food,Baking Goods,Baking Goods,4,$15.98,,,
24/05/2008,4776,M,M,4,$10K - $30K,Beverly Hills,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$11.68,,,
24/05/2008,5158,M,S,3,$30K - $50K,Bremerton,USA,Food,Baking Goods,Jams and Jellies,5,$10.62,,,
24/05/2008,3567,M,M,1,$70K - $90K,Spokane,USA,Food,Dairy,Dairy,5,$6.40,,,
24/05/2008,2890,F,M,4,$30K - $50K,Los Angeles,USA,Food,Baking Goods,Jams and Jellies,5,$10.06,,,
24/05/2008,4410,F,M,4,$50K - $70K,Salem,USA,Food,Baking Goods,Baking Goods,5,$9.41,,,
24/05/2008,7117,M,M,4,$90K - $110K,Seattle,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$6.03,,,
25/05/2008,6775,F,S,4,$30K - $50K,Seattle,USA,Food,Frozen Foods,Breakfast Foods,4,$12.10,,,
25/05/2008,3387,F,M,1,$30K - $50K,Portland,USA,Food,Frozen Foods,Vegetables,5,$30.89,,,
25/05/2008,7133,F,M,2,$30K - $50K,Walla Walla,USA,Food,Seafood,Seafood,2,$1.87,,,
25/05/2008,3987,M,M,4,$30K - $50K,Beverly Hills,USA,Food,Frozen Foods,Meat,4,$6.44,,,
25/05/2008,3253,M,S,3,$70K - $90K,Salem,USA,Food,Baking Goods,Jams and Jellies,3,$8.00,,,
25/05/2008,5819,F,M,2,$50K - $70K,Seattle,USA,Food,Snacks,Candy,2,$5.98,,,
25/05/2008,3937,F,S,2,$110K - $130K,Salem,USA,Food,Frozen Foods,Frozen Entrees,2,$4.70,,,
25/05/2008,4490,F,S,4,$10K - $30K,Salem,USA,Food,Frozen Foods,Vegetables,4,$9.17,,,
25/05/2008,4739,M,M,2,$90K - $110K,Seattle,USA,Food,Frozen Foods,Breakfast Foods,5,$8.40,,,
26/05/2008,1634,F,M,1,$10K - $30K,Bremerton,USA,Food,Produce,Fruit,5,$10.63,,,
26/05/2008,6186,M,M,4,$50K - $70K,Seattle,USA,Non-Consumable,Household,Bathroom Products,3,$1.38,,,
26/05/2008,5867,M,S,3,$30K - $50K,Portland,USA,Food,Canned Foods,Vegetables,4,$6.61,,,
26/05/2008,6194,M,M,5,$10K - $30K,Portland,USA,Food,Snack Foods,Snack Foods,4,$22.27,,,
26/05/2008,8731,F,M,1,$50K - $70K,Bremerton,USA,Food,Canned Foods,Vegetables,4,$18.11,,,
26/05/2008,1524,F,M,4,$10K - $30K,Salem,USA,Drink,Alcoholic Beverages,Beer and Wine,6,$9.24,,,
26/05/2008,2304,M,S,1,$30K - $50K,Salem,USA,Food,Dairy,Dairy,3,$25.99,,,
26/05/2008,3302,M,M,2,$30K - $50K,Salem,USA,Food,Snack Foods,Snack Foods,4,$18.65,,,
26/05/2008,8594,F,M,0,$130K - $150K,Beverly Hills,USA,Food,Canned Foods,Canned Shrimp,3,$8.28,,,
26/05/2008,9814,M,S,0,$50K - $70K,Los Angeles,USA,Non-Consumable,Household,Kitchen Products,4,$2.42,,,
26/05/2008,1378,M,S,0,$50K - $70K,Portland,USA,Non-Consumable,Periodicals,Magazines,3,$4.16,,,
26/05/2008,9419,M,S,0,$50K - $70K,Portland,USA,Food,Canned Foods,Canned Soup,4,$6.79,,,
26/05/2008,9931,F,M,3,$50K - $70K,Beverly Hills,USA,Food,Frozen Foods,Vegetables,4,$12.31,,,
26/05/2008,3528,F,M,4,$30K - $50K,Tacoma,USA,Food,Snack Foods,Snack Foods,5,$11.81,,,
26/05/2008,8181,F,M,3,$50K - $70K,Tacoma,USA,Food,Breakfast Foods,Breakfast Foods,5,$5.16,,,
26/05/2008,9825,F,S,2,$90K - $110K,Salem,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,$19.07,,,
26/05/2008,1838,M,S,3,$10K - $30K,San Diego,USA,Food,Frozen Foods,Frozen Desserts,3,$4.69,,,
26/05/2008,9933,F,M,3,$10K - $30K,Bellingham,USA,Food,Deli,Meat,3,$2.39,,,
26/05/2008,7035,F,M,3,$50K - $70K,Los Angeles,USA,Food,Dairy,Dairy,3,$25.12,,,
27/05/2008,6511,M,M,5,$30K - $50K,Los Angeles,USA,Food,Canned Products,Fruit,4,$27.14,,,
27/05/2008,8062,F,M,1,$10K - $30K,San Diego,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$22.88,,,
27/05/2008,7822,F,S,2,$30K - $50K,Bremerton,USA,Food,Produce,Fruit,2,$10.03,,,
27/05/2008,10176,M,M,3,$70K - $90K,Salem,USA,Food,Canned Foods,Canned Anchovies,4,$18.02,,,
27/05/2008,6806,M,S,4,$30K - $50K,Beverly Hills,USA,Non-Consumable,Periodicals,Magazines,5,$20.22,,,
27/05/2008,4633,M,M,1,$50K - $70K,Los Angeles,USA,Food,Deli,Meat,3,$18.07,,,
27/05/2008,6496,M,M,5,$30K - $50K,Bremerton,USA,Food,Baked Goods,Bread,3,$15.12,,,
27/05/2008,9837,M,M,5,$30K - $50K,Tacoma,USA,Food,Baking Goods,Jams and Jellies,5,$8.55,,,
27/05/2008,8269,F,S,4,$30K - $50K,Salem,USA,Drink,Beverages,Pure Juice Beverages,2,$5.70,,,
27/05/2008,2848,F,S,4,$10K - $30K,Los Angeles,USA,Food,Produce,Vegetables,4,$18.72,,,
27/05/2008,8769,M,M,3,$70K - $90K,Yakima,USA,Food,Baked Goods,Bread,4,$14.88,,,
28/05/2008,976,F,M,5,$70K - $90K,Spokane,USA,Food,Baking Goods,Baking Goods,5,$2.33,,,
28/05/2008,5018,M,M,3,$50K - $70K,Los Angeles,USA,Food,Frozen Foods,Frozen Desserts,4,$30.58,,,
28/05/2008,7446,M,M,1,$30K - $50K,Salem,USA,Food,Snack Foods,Snack Foods,4,$16.44,,,
28/05/2008,5528,F,S,2,$10K - $30K,San Diego,USA,Food,Baking Goods,Jams and Jellies,3,$5.54,,,
28/05/2008,329,F,S,2,$30K - $50K,Los Angeles,USA,Non-Consumable,Household,Electrical,4,$35.52,,,
28/05/2008,5748,M,M,3,$50K - $70K,Los Angeles,USA,Food,Snack Foods,Snack Foods,4,$6.16,,,
28/05/2008,3942,M,S,3,$10K - $30K,Seattle,USA,Food,Produce,Fruit,6,$26.68,,,
28/05/2008,4391,F,M,3,$30K - $50K,Spokane,USA,Food,Dairy,Dairy,4,$7.21,,,
28/05/2008,5954,M,S,2,$30K - $50K,Los Angeles,USA,Food,Snack Foods,Snack Foods,3,$8.30,,,
28/05/2008,3282,F,M,5,$50K - $70K,Beverly Hills,USA,Non-Consumable,Household,Paper Products,3,$22.54,,,
29/05/2008,1580,F,S,4,$10K - $30K,Seattle,USA,Food,Produce,Vegetables,3,$4.42,,,
29/05/2008,8731,F,M,1,$50K - $70K,Bremerton,USA,Food,Snack Foods,Snack Foods,4,$11.70,,,
29/05/2008,8966,F,S,3,$50K - $70K,Bremerton,USA,Food,Breakfast Foods,Breakfast Foods,5,$4.68,,,
29/05/2008,7862,M,M,4,$30K - $50K,Spokane,USA,Food,Dairy,Dairy,6,$26.43,,,
29/05/2008,3977,F,S,2,$30K - $50K,Salem,USA,Food,Canned Foods,Canned Tuna,3,$18.28,,,
29/05/2008,8291,F,M,2,$30K - $50K,Salem,USA,Food,Produce,Vegetables,3,$6.23,,,
29/05/2008,7611,F,M,2,$50K - $70K,Los Angeles,USA,Food,Produce,Fruit,4,$4.23,,,
29/05/2008,921,M,S,5,$70K - $90K,Yakima,USA,Non-Consumable,Health and Hygiene,Pain Relievers,6,$11.14,,,
29/05/2008,9900,M,S,5,$10K - $30K,Seattle,USA,Food,Dairy,Dairy,4,$27.00,,,
29/05/2008,3101,M,M,3,$70K - $90K,Portland,USA,Food,Eggs,Eggs,4,$7.81,,,
29/05/2008,4515,M,S,1,$30K - $50K,Seattle,USA,Food,Breakfast Foods,Breakfast Foods,3,$20.45,,,
29/05/2008,8175,M,M,5,$110K - $130K,Seattle,USA,Food,Snack Foods,Snack Foods,6,$11.40,,,
29/05/2008,10147,M,M,5,$130K - $150K,Los Angeles,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,$17.14,,,
30/05/2008,9213,M,S,3,$70K - $90K,Portland,USA,Food,Frozen Foods,Meat,4,$22.13,,,
30/05/2008,6288,F,S,1,$10K - $30K,Salem,USA,Food,Produce,Fruit,3,$5.04,,,
30/05/2008,790,M,S,2,$30K - $50K,Salem,USA,Food,Canned Foods,Vegetables,3,$10.32,,,
30/05/2008,7989,F,M,2,$10K - $30K,Tacoma,USA,Food,Canned Foods,Canned Soup,3,$3.04,,,
30/05/2008,3010,M,S,3,$90K - $110K,Beverly Hills,USA,Food,Snack Foods,Snack Foods,5,$14.11,,,
30/05/2008,9662,M,S,3,$50K - $70K,Beverly Hills,USA,Food,Snack Foods,Snack Foods,3,$10.38,,,
30/05/2008,7701,F,M,4,$50K - $70K,Seattle,USA,Food,Frozen Foods,Vegetables,2,$4.92,,,
30/05/2008,1810,F,M,0,$50K - $70K,Bellingham,USA,Drink,Beverages,Hot Beverages,2,$0.90,,,
30/05/2008,1491,F,M,1,$130K - $150K,Spokane,USA,Food,Frozen Foods,Frozen Desserts,6,$14.53,,,
30/05/2008,6113,F,S,0,$130K - $150K,Spokane,USA,Food,Frozen Foods,Vegetables,6,$7.01,,,
30/05/2008,3469,M,M,4,$50K - $70K,San Diego,USA,Food,Produce,Vegetables,5,$16.50,,,
30/05/2008,4567,M,M,5,$50K - $70K,Yakima,USA,Food,Dairy,Dairy,5,$22.74,,,
30/05/2008,5990,F,M,4,$30K - $50K,Los Angeles,USA,Food,Produce,Specialty,4,$4.59,,,
30/05/2008,3816,F,S,2,$70K - $90K,Bremerton,USA,Food,Produce,Vegetables,5,$8.42,,,
30/05/2008,4094,F,S,2,$10K - $30K,Spokane,USA,Non-Consumable,Household,Electrical,5,$32.55,,,
30/05/2008,5379,F,S,1,$50K - $70K,Tacoma,USA,Food,Deli,Meat,4,$15.83,,,
30/05/2008,7865,F,M,1,$130K - $150K,Walla Walla,USA,Food,Canned Foods,Canned Soup,2,$5.72,,,
31/05/2008,3101,M,M,3,$70K - $90K,Portland,USA,Drink,Beverages,Pure Juice Beverages,6,$3.38,,,
31/05/2008,5855,F,S,2,$50K - $70K,Salem,USA,Drink,Beverages,Hot Beverages,4,$25.75,,,
31/05/2008,9050,M,S,4,$70K - $90K,Portland,USA,Drink,Beverages,Hot Beverages,5,$32.64,,,
31/05/2008,665,F,S,4,$50K - $70K,Beverly Hills,USA,Food,Produce,Fruit,5,$4.70,,,
31/05/2008,2533,M,M,1,$50K - $70K,Los Angeles,USA,Non-Consumable,Periodicals,Magazines,3,$20.75,,,
31/05/2008,5868,F,S,2,$90K - $110K,Seattle,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$9.40,,,
31/05/2008,2185,F,M,2,$30K - $50K,San Francisco,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$11.20,,,
31/05/2008,1322,M,S,5,$30K - $50K,Los Angeles,USA,Food,Snack Foods,Snack Foods,4,$11.88,,,
31/05/2008,1965,F,M,3,$30K - $50K,Tacoma,USA,Non-Consumable,Checkout,Hardware,3,$15.41,,,
31/05/2008,9421,M,S,3,$30K - $50K,Walla Walla,USA,Food,Baking Goods,Jams and Jellies,4,$7.23,,,
31/05/2008,7678,F,S,1,$150K +,Yakima,USA,Food,Canned Foods,Vegetables,3,$8.57,,,
01/06/2008,4255,M,M,0,$10K - $30K,San Diego,USA,Food,Frozen Foods,Frozen Desserts,4,$18.84,,,
01/06/2008,5682,F,S,2,$30K - $50K,Portland,USA,Food,Baked Goods,Bread,4,$20.76,,,
01/06/2008,8181,F,M,3,$50K - $70K,Tacoma,USA,Drink,Beverages,Pure Juice Beverages,4,$7.38,,,
01/06/2008,8699,F,M,2,$10K - $30K,Beverly Hills,USA,Drink,Beverages,Hot Beverages,3,$22.36,,,
01/06/2008,9898,F,M,2,$30K - $50K,Seattle,USA,Food,Frozen Foods,Frozen Desserts,4,$16.34,,,
01/06/2008,3463,M,S,0,$10K - $30K,Salem,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$18.98,,,
01/06/2008,8892,M,S,1,$50K - $70K,Salem,USA,Food,Eggs,Eggs,4,$9.80,,,
01/06/2008,5407,M,M,4,$50K - $70K,San Diego,USA,Food,Deli,Side Dishes,5,$17.67,,,
01/06/2008,5682,F,S,2,$30K - $50K,Portland,USA,Food,Frozen Foods,Vegetables,2,$3.59,,,
01/06/2008,3768,M,M,2,$30K - $50K,Los Angeles,USA,Non-Consumable,Household,Plastic Products,5,$15.17,,,
01/06/2008,2553,M,M,2,$50K - $70K,Spokane,USA,Food,Snack Foods,Snack Foods,5,$13.88,,,
01/06/2008,1438,F,S,3,$10K - $30K,Portland,USA,Food,Dairy,Dairy,6,$20.74,,,
01/06/2008,8528,M,M,3,$130K - $150K,Portland,USA,Food,Snack Foods,Snack Foods,3,$11.47,,,
02/06/2008,5590,M,M,5,$110K - $130K,Tacoma,USA,Food,Produce,Fruit,5,$4.70,,,
02/06/2008,10166,F,M,1,$70K - $90K,Portland,USA,Non-Consumable,Household,Electrical,6,$15.87,,,
02/06/2008,4767,M,S,3,$130K - $150K,Spokane,USA,Food,Snacks,Candy,5,$2.57,,,
02/06/2008,4061,M,S,4,$30K - $50K,Beverly Hills,USA,Non-Consumable,Household,Paper Products,4,$11.64,,,
02/06/2008,4162,M,S,2,$70K - $90K,Beverly Hills,USA,Food,Eggs,Eggs,5,$11.20,,,
02/06/2008,5531,F,M,4,$30K - $50K,Los Angeles,USA,Food,Dairy,Dairy,4,$16.45,,,
02/06/2008,3790,M,M,1,$50K - $70K,Beverly Hills,USA,Food,Eggs,Eggs,2,$3.28,,,
02/06/2008,192,F,M,4,$50K - $70K,Spokane,USA,Non-Consumable,Periodicals,Magazines,4,$11.59,,,
02/06/2008,5046,F,S,1,$50K - $70K,San Francisco,USA,Food,Snack Foods,Snack Foods,2,$3.18,,,
02/06/2008,4525,F,S,5,$30K - $50K,Los Angeles,USA,Food,Snacks,Candy,5,$23.00,,,
02/06/2008,426,M,M,4,$70K - $90K,Seattle,USA,Food,Produce,Packaged Vegetables,4,$7.30,,,
02/06/2008,2211,F,S,5,$70K - $90K,Tacoma,USA,Food,Breakfast Foods,Breakfast Foods,6,$12.72,,,
02/06/2008,2846,F,M,1,$50K - $70K,Portland,USA,Non-Consumable,Periodicals,Magazines,3,$7.08,,,
02/06/2008,5827,M,M,3,$30K - $50K,Portland,USA,Food,Frozen Foods,Vegetables,2,$5.96,,,
03/06/2008,6432,F,S,1,$50K - $70K,San Diego,USA,Food,Produce,Fruit,3,$3.65,,,
03/06/2008,1793,F,S,0,$50K - $70K,Salem,USA,Food,Produce,Fruit,3,$21.28,,,
03/06/2008,3302,M,M,2,$30K - $50K,Salem,USA,Food,Produce,Specialty,3,$13.01,,,
03/06/2008,9686,M,S,1,$50K - $70K,Beverly Hills,USA,Food,Canned Foods,Canned Tuna,2,$5.89,,,
03/06/2008,9728,M,M,1,$10K - $30K,Spokane,USA,Food,Frozen Foods,Vegetables,2,$20.38,,,
03/06/2008,3693,M,S,0,$30K - $50K,Bremerton,USA,Food,Canned Foods,Canned Tuna,6,$13.30,,,
03/06/2008,6309,M,M,3,$10K - $30K,Bellingham,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$10.97,,,
03/06/2008,3680,F,S,3,$10K - $30K,Los Angeles,USA,Food,Deli,Meat,6,$10.71,,,
03/06/2008,1322,M,S,5,$30K - $50K,Los Angeles,USA,Food,Produce,Vegetables,6,$10.56,,,
03/06/2008,3350,F,S,4,$10K - $30K,Portland,USA,Food,Produce,Fruit,6,$15.83,,,
03/06/2008,5875,M,S,2,$10K - $30K,Portland,USA,Food,Canned Foods,Canned Soup,4,$16.92,,,
04/06/2008,4340,F,S,2,$30K - $50K,Tacoma,USA,Food,Produce,Fruit,5,$17.73,,,
04/06/2008,8172,M,M,0,$50K - $70K,Tacoma,USA,Non-Consumable,Household,Paper Products,6,$37.00,,,
04/06/2008,8629,F,M,2,$150K +,San Diego,USA,Food,Snack Foods,Snack Foods,3,$4.35,,,
04/06/2008,5233,F,M,2,$70K - $90K,Beverly Hills,USA,Food,Canned Foods,Canned Clams,4,$4.58,,,
04/06/2008,9169,F,M,5,$70K - $90K,Yakima,USA,Food,Deli,Meat,3,$21.47,,,
04/06/2008,8158,M,S,3,$10K - $30K,Portland,USA,Food,Canned Products,Fruit,5,$9.48,,,
04/06/2008,6236,F,M,1,$70K - $90K,Beverly Hills,USA,Food,Produce,Vegetables,3,$10.46,,,
04/06/2008,5052,F,S,5,$30K - $50K,San Francisco,USA,Non-Consumable,Carousel,Specialty,3,$4.75,,,
04/06/2008,5203,M,M,5,$50K - $70K,Beverly Hills,USA,Food,Produce,Vegetables,5,$14.26,,,
04/06/2008,8541,F,M,1,$130K - $150K,Seattle,USA,Food,Snack Foods,Snack Foods,2,$18.51,,,
04/06/2008,1036,F,S,3,$70K - $90K,Salem,USA,Food,Produce,Fruit,2,$4.70,,,
04/06/2008,8435,F,M,3,$70K - $90K,Tacoma,USA,Drink,Beverages,Hot Beverages,4,$26.80,,,
04/06/2008,8960,M,M,2,$150K +,Bremerton,USA,Food,Deli,Meat,4,$7.15,,,
04/06/2008,7972,F,M,1,$30K - $50K,Beverly Hills,USA,Food,Baking Goods,Baking Goods,6,$21.72,,,
04/06/2008,3787,F,S,5,$10K - $30K,Bremerton,USA,Food,Deli,Meat,2,$6.12,,,
04/06/2008,4522,M,S,1,$30K - $50K,Tacoma,USA,Non-Consumable,Carousel,Specialty,4,$27.60,,,
04/06/2008,8623,M,S,4,$30K - $50K,San Diego,USA,Food,Deli,Meat,5,$19.52,,,
05/06/2008,5555,F,M,4,$10K - $30K,Walla Walla,USA,Food,Baking Goods,Jams and Jellies,4,$9.91,,,
05/06/2008,5374,M,M,3,$30K - $50K,Spokane,USA,Food,Deli,Meat,4,$23.10,,,
05/06/2008,4307,F,S,1,$70K - $90K,Beverly Hills,USA,Food,Frozen Foods,Frozen Desserts,4,$6.76,,,
05/06/2008,7731,F,M,5,$10K - $30K,Beverly Hills,USA,Food,Canned Foods,Vegetables,5,$12.82,,,
05/06/2008,976,F,M,5,$70K - $90K,Spokane,USA,Non-Consumable,Household,Cleaning Supplies,4,$17.57,,,
05/06/2008,2929,M,S,4,$70K - $90K,San Diego,USA,Non-Consumable,Periodicals,Magazines,3,$9.03,,,
05/06/2008,6348,M,M,2,$10K - $30K,Spokane,USA,Food,Produce,Fruit,4,$12.50,,,
05/06/2008,9020,M,M,4,$110K - $130K,Los Angeles,USA,Food,Deli,Meat,4,$11.56,,,
05/06/2008,7818,F,M,4,$30K - $50K,Portland,USA,Food,Canned Foods,Canned Soup,5,$24.88,,,
05/06/2008,2255,M,S,3,$50K - $70K,San Diego,USA,Food,Deli,Meat,4,$10.90,,,
06/06/2008,2422,F,S,1,$30K - $50K,Salem,USA,Food,Produce,Vegetables,3,$7.02,,,
06/06/2008,2296,F,S,4,$50K - $70K,Beverly Hills,USA,Food,Produce,Fruit,4,$10.92,,,
06/06/2008,6641,M,S,0,$30K - $50K,San Diego,USA,Non-Consumable,Household,Cleaning Supplies,2,$4.18,,,
06/06/2008,8055,M,M,1,$30K - $50K,San Francisco,USA,Food,Baked Goods,Bread,4,$6.36,,,
06/06/2008,3081,F,S,2,$90K - $110K,San Diego,USA,Drink,Beverages,Pure Juice Beverages,2,$14.82,,,
06/06/2008,6304,F,M,1,$150K +,Beverly Hills,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,$10.19,,,
06/06/2008,4868,F,M,3,$130K - $150K,Spokane,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$3.22,,,
06/06/2008,432,F,M,4,$70K - $90K,Seattle,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$6.96,,,
06/06/2008,8359,F,S,5,$50K - $70K,Tacoma,USA,Food,Starchy Foods,Starchy Foods,3,$8.61,,,
06/06/2008,4711,F,M,3,$30K - $50K,Bremerton,USA,Food,Frozen Foods,Frozen Desserts,3,$6.60,,,
06/06/2008,7072,F,S,2,$90K - $110K,Spokane,USA,Food,Baked Goods,Bread,3,$14.85,,,
06/06/2008,8947,M,S,2,$50K - $70K,Bremerton,USA,Food,Snack Foods,Snack Foods,5,$8.70,,,
06/06/2008,6353,M,M,3,$30K - $50K,San Diego,USA,Food,Canned Foods,Vegetables,7,$14.94,,,
06/06/2008,7354,F,M,3,$10K - $30K,Bremerton,USA,Food,Frozen Foods,Breakfast Foods,3,$22.39,,,
07/06/2008,9440,F,S,2,$50K - $70K,San Diego,USA,Food,Produce,Vegetables,2,$3.94,,,
07/06/2008,2483,F,S,4,$90K - $110K,San Diego,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,$40.32,,,
07/06/2008,8439,F,M,4,$90K - $110K,Salem,USA,Non-Consumable,Household,Paper Products,3,$22.03,,,
07/06/2008,448,M,M,1,$30K - $50K,Tacoma,USA,Non-Consumable,Health and Hygiene,Decongestants,5,$10.68,,,
07/06/2008,2067,F,S,3,$50K - $70K,Tacoma,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,$8.22,,,
07/06/2008,8351,M,S,4,$70K - $90K,Spokane,USA,Food,Deli,Side Dishes,5,$8.56,,,
07/06/2008,1224,M,M,3,$10K - $30K,San Diego,USA,Drink,Dairy,Dairy,3,$5.21,,,
07/06/2008,6077,F,M,4,$30K - $50K,San Diego,USA,Food,Produce,Fruit,6,$9.94,,,
08/06/2008,7362,M,S,2,$10K - $30K,Portland,USA,Drink,Beverages,Pure Juice Beverages,4,$8.19,,,
08/06/2008,8172,M,M,0,$50K - $70K,Tacoma,USA,Food,Baking Goods,Baking Goods,4,$14.92,,,
08/06/2008,8414,M,M,1,$10K - $30K,Tacoma,USA,Drink,Beverages,Hot Beverages,6,$2.56,,,
08/06/2008,1167,M,M,3,$30K - $50K,Beverly Hills,USA,Food,Produce,Fruit,4,$14.04,,,
08/06/2008,4599,M,S,3,$30K - $50K,Beverly Hills,USA,Food,Eggs,Eggs,5,$23.94,,,
